s.no,Transaction ID,Date/Time of Sale,Product Name,Sales Amount,Quantity Sold,Payment Method
320,100319,2024-01-12,Wheat,270,3,Cash
321,100320,2024-01-12,Oil,300,2,Cash
322,100321,2024-01-12,Tea,50,1,UPI
323,100322,2024-01-12,Shampoo,120,3,Cash
324,100323,2024-01-12,Dal,240,3,Cash
325,100324,2024-01-12,Tea,50,1,Cash
326,100325,2024-01-12,Coffee,140,2,Cash
327,100326,2024-01-12,Coffee,140,2,Cash
328,100327,2024-01-12,Milk,25,1,UPI
329,100328,2024-01-12,Shampoo,80,2,UPI
330,100329,2024-01-12,Wheat,270,3,UPI
331,100330,2024-01-12,Milk,75,3,UPI
332,100331,2024-01-12,Wheat,90,1,Cash
333,100332,2024-01-12,Biscuits,90,3,Cash
334,100333,2024-01-12,Sugar,40,1,UPI
335,100334,2024-01-12,Oil,150,1,Cash
336,100335,2024-01-12,Dal,80,1,Cash
337,100336,2024-01-12,Oil,300,2,UPI
338,100337,2024-01-12,Tea,150,3,Cash
339,100338,2024-01-12,Wheat,270,3,UPI
340,100339,2024-01-13,Tea,50,1,Cash
341,100340,2024-01-13,Shampoo,80,2,UPI
342,100341,2024-01-13,Milk,75,3,Cash
343,100342,2024-01-13,Rice,120,2,UPI
344,100343,2024-01-13,Coffee,210,3,Cash
345,100344,2024-01-13,Wheat,270,3,UPI
346,100345,2024-01-13,Wheat,180,2,UPI
347,100346,2024-01-13,Rice,60,1,Cash
348,100347,2024-01-13,Sugar,40,1,UPI
349,100348,2024-01-13,Dal,240,3,Cash
350,100349,2024-01-13,Dal,80,1,Cash
351,100350,2024-01-13,Coffee,70,1,UPI
352,100351,2024-01-13,Wheat,270,3,UPI
353,100352,2024-01-13,Sugar,120,3,Cash
354,100353,2024-01-13,Coffee,140,2,Cash
355,100354,2024-01-13,Milk,75,3,UPI
356,100355,2024-01-13,Sugar,80,2,Cash
357,100356,2024-01-13,Oil,450,3,UPI
358,100357,2024-01-13,Shampoo,120,3,Cash
359,100358,2024-01-13,Sugar,80,2,Cash
360,100359,2024-01-13,Shampoo,40,1,Cash
361,100360,2024-01-13,Dal,160,2,UPI
362,100361,2024-01-13,Shampoo,80,2,Cash
363,100362,2024-01-13,Dal,80,1,Cash
364,100363,2024-01-13,Shampoo,80,2,Cash
365,100364,2024-01-13,Wheat,90,1,UPI
366,100365,2024-01-13,Sugar,80,2,UPI
367,100366,2024-01-13,Milk,50,2,Cash
368,100367,2024-01-13,Oil,450,3,Cash
369,100368,2024-01-13,Rice,60,1,Cash
370,100369,2024-01-13,Sugar,40,1,UPI
371,100370,2024-01-13,Sugar,80,2,Cash
372,100371,2024-01-13,Biscuits,60,2,UPI
373,100372,2024-01-13,Dal,160,2,Cash
374,100373,2024-01-13,Milk,75,3,Cash
375,100374,2024-01-13,Biscuits,90,3,Cash
376,100375,2024-01-13,Coffee,210,3,UPI
377,100376,2024-01-13,Oil,300,2,Cash
378,100377,2024-01-13,Shampoo,120,3,Cash
379,100378,2024-01-13,Tea,50,1,UPI
380,100379,2024-01-14,Shampoo,40,1,Cash
381,100380,2024-01-14,Dal,240,3,Cash
382,100381,2024-01-14,Oil,450,3,UPI
383,100382,2024-01-14,Sugar,80,2,Cash
384,100383,2024-01-14,Shampoo,40,1,Cash
385,100384,2024-01-14,Sugar,80,2,Cash
386,100385,2024-01-14,Biscuits,30,1,Cash
387,100386,2024-01-14,Rice,120,2,Cash
388,100387,2024-01-14,Shampoo,80,2,Cash
389,100388,2024-01-14,Biscuits,30,1,Cash
390,100389,2024-01-14,Sugar,120,3,UPI
391,100390,2024-01-14,Wheat,180,2,Cash
392,100391,2024-01-14,Biscuits,90,3,UPI
393,100392,2024-01-14,Rice,60,1,UPI
394,100393,2024-01-14,Biscuits,30,1,Cash
395,100394,2024-01-14,Rice,120,2,Cash
396,100395,2024-01-14,Shampoo,120,3,Cash
397,100396,2024-01-14,Dal,80,1,Cash
398,100397,2024-01-14,Biscuits,90,3,Cash
399,100398,2024-01-15,Oil,450,3,UPI
400,100399,2024-01-15,Dal,80,1,UPI
401,100400,2024-01-15,Shampoo,40,1,UPI
402,100401,2024-01-15,Biscuits,90,3,Cash
403,100402,2024-01-15,Shampoo,80,2,Cash
404,100403,2024-01-15,Coffee,210,3,Cash
405,100404,2024-01-15,Biscuits,30,1,Cash
406,100405,2024-01-15,Oil,450,3,Cash
407,100406,2024-01-15,Rice,60,1,UPI
408,100407,2024-01-15,Shampoo,40,1,UPI
409,100408,2024-01-15,Tea,100,2,Cash
410,100409,2024-01-15,Dal,240,3,Cash
411,100410,2024-01-15,Sugar,80,2,UPI
412,100411,2024-01-15,Sugar,120,3,Cash
413,100412,2024-01-15,Milk,50,2,Cash
414,100413,2024-01-15,Dal,80,1,Cash
415,100414,2024-01-15,Dal,240,3,Cash
416,100415,2024-01-15,Milk,50,2,UPI
417,100416,2024-01-15,Oil,150,1,UPI
418,100417,2024-01-15,Shampoo,80,2,Cash
419,100418,2024-01-15,Tea,100,2,Cash
420,100419,2024-01-15,Biscuits,30,1,Cash
421,100420,2024-01-15,Biscuits,90,3,UPI
422,100421,2024-01-15,Wheat,90,1,UPI
423,100422,2024-01-15,Milk,50,2,UPI
424,100423,2024-01-15,Oil,450,3,UPI
425,100424,2024-01-15,Tea,100,2,Cash
426,100425,2024-01-15,Shampoo,40,1,Cash
427,100426,2024-01-15,Sugar,120,3,Cash
428,100427,2024-01-15,Wheat,90,1,UPI
429,100428,2024-01-15,Wheat,90,1,Cash
430,100429,2024-01-15,Coffee,140,2,UPI
431,100430,2024-01-15,Oil,450,3,Cash
432,100431,2024-01-15,Milk,75,3,Cash
433,100432,2024-01-15,Dal,160,2,UPI
434,100433,2024-01-16,Sugar,40,1,UPI
435,100434,2024-01-16,Shampoo,80,2,UPI
436,100435,2024-01-16,Biscuits,30,1,Cash
437,100436,2024-01-16,Coffee,70,1,Cash
438,100437,2024-01-16,Rice,60,1,UPI
439,100438,2024-01-16,Rice,60,1,UPI
440,100439,2024-01-16,Milk,25,1,Cash
441,100440,2024-01-16,Biscuits,30,1,Cash
442,100441,2024-01-16,Rice,180,3,Cash
443,100442,2024-01-16,Biscuits,60,2,Cash
444,100443,2024-01-16,Milk,50,2,UPI
445,100444,2024-01-16,Wheat,90,1,UPI
446,100445,2024-01-16,Oil,150,1,Cash
447,100446,2024-01-16,Milk,25,1,Cash
448,100447,2024-01-17,Milk,50,2,UPI
449,100448,2024-01-17,Milk,25,1,Cash
450,100449,2024-01-17,Milk,25,1,UPI
451,100450,2024-01-17,Coffee,140,2,UPI
452,100451,2024-01-17,Dal,240,3,Cash
453,100452,2024-01-17,Coffee,140,2,Cash
454,100453,2024-01-17,Tea,100,2,Cash
455,100454,2024-01-17,Dal,240,3,Cash
456,100455,2024-01-17,Rice,60,1,UPI
457,100456,2024-01-17,Coffee,70,1,Cash
458,100457,2024-01-17,Tea,50,1,UPI
459,100458,2024-01-17,Biscuits,90,3,Cash
460,100459,2024-01-17,Milk,25,1,Cash
461,100460,2024-01-17,Coffee,210,3,UPI
462,100461,2024-01-17,Dal,240,3,Cash
463,100462,2024-01-17,Shampoo,120,3,Cash
464,100463,2024-01-17,Shampoo,40,1,UPI
465,100464,2024-01-17,Shampoo,40,1,Cash
466,100465,2024-01-17,Shampoo,40,1,UPI
467,100466,2024-01-17,Dal,240,3,UPI
468,100467,2024-01-17,Dal,80,1,Cash
469,100468,2024-01-17,Coffee,140,2,Cash
470,100469,2024-01-17,Milk,75,3,UPI
471,100470,2024-01-17,Wheat,180,2,Cash
472,100471,2024-01-17,Sugar,80,2,UPI
473,100472,2024-01-17,Shampoo,80,2,UPI
474,100473,2024-01-17,Oil,450,3,UPI
475,100474,2024-01-17,Milk,50,2,UPI
476,100475,2024-01-17,Rice,60,1,UPI
477,100476,2024-01-18,Shampoo,80,2,Cash
478,100477,2024-01-18,Milk,75,3,UPI
479,100478,2024-01-18,Oil,450,3,Cash
480,100479,2024-01-18,Biscuits,90,3,Cash
481,100480,2024-01-18,Rice,60,1,UPI
482,100481,2024-01-18,Milk,75,3,Cash
483,100482,2024-01-18,Oil,300,2,UPI
484,100483,2024-01-18,Dal,160,2,Cash
485,100484,2024-01-18,Milk,75,3,UPI
486,100485,2024-01-18,Sugar,120,3,UPI
487,100486,2024-01-18,Coffee,210,3,UPI
488,100487,2024-01-18,Dal,80,1,UPI
489,100488,2024-01-18,Biscuits,60,2,UPI
490,100489,2024-01-18,Shampoo,80,2,UPI
491,100490,2024-01-18,Shampoo,120,3,UPI
492,100491,2024-01-18,Rice,180,3,Cash
493,100492,2024-01-18,Shampoo,120,3,Cash
494,100493,2024-01-18,Coffee,70,1,Cash
495,100494,2024-01-18,Dal,240,3,UPI
496,100495,2024-01-18,Dal,240,3,Cash
497,100496,2024-01-18,Dal,240,3,UPI
498,100497,2024-01-18,Rice,60,1,Cash
499,100498,2024-01-18,Shampoo,80,2,UPI
500,100499,2024-01-18,Coffee,140,2,Cash
501,100500,2024-01-18,Rice,120,2,UPI
502,100501,2024-01-18,Rice,120,2,UPI
503,100502,2024-01-18,Rice,120,2,Cash
504,100503,2024-01-18,Milk,75,3,Cash
505,100504,2024-01-18,Shampoo,80,2,Cash
506,100505,2024-01-19,Milk,75,3,Cash
507,100506,2024-01-19,Shampoo,80,2,UPI
508,100507,2024-01-19,Biscuits,30,1,Cash
509,100508,2024-01-19,Dal,80,1,UPI
510,100509,2024-01-19,Oil,300,2,UPI
511,100510,2024-01-19,Tea,100,2,Cash
512,100511,2024-01-19,Oil,150,1,Cash
513,100512,2024-01-19,Wheat,180,2,UPI
514,100513,2024-01-19,Oil,300,2,UPI
515,100514,2024-01-19,Milk,50,2,UPI
516,100515,2024-01-19,Tea,50,1,UPI
517,100516,2024-01-19,Sugar,120,3,UPI
518,100517,2024-01-19,Coffee,210,3,UPI
519,100518,2024-01-19,Oil,150,1,UPI
520,100519,2024-01-19,Oil,450,3,Cash
521,100520,2024-01-19,Coffee,140,2,UPI
522,100521,2024-01-19,Wheat,180,2,Cash
523,100522,2024-01-19,Biscuits,90,3,Cash
524,100523,2024-01-19,Coffee,140,2,Cash
525,100524,2024-01-19,Sugar,40,1,Cash
526,100525,2024-01-19,Wheat,270,3,UPI
527,100526,2024-01-19,Sugar,80,2,Cash
528,100527,2024-01-19,Wheat,90,1,UPI
529,100528,2024-01-19,Biscuits,30,1,Cash
530,100529,2024-01-19,Biscuits,30,1,UPI
531,100530,2024-01-19,Biscuits,60,2,Cash
532,100531,2024-01-19,Shampoo,40,1,Cash
533,100532,2024-01-19,Biscuits,90,3,UPI
534,100533,2024-01-19,Coffee,210,3,UPI
535,100534,2024-01-19,Coffee,70,1,UPI
536,100535,2024-01-20,Coffee,70,1,Cash
537,100536,2024-01-20,Coffee,140,2,UPI
538,100537,2024-01-20,Oil,450,3,UPI
539,100538,2024-01-20,Shampoo,80,2,Cash
540,100539,2024-01-20,Wheat,180,2,UPI
541,100540,2024-01-20,Dal,240,3,UPI
542,100541,2024-01-20,Coffee,140,2,UPI
543,100542,2024-01-20,Shampoo,120,3,Cash
544,100543,2024-01-20,Rice,120,2,UPI
545,100544,2024-01-20,Wheat,90,1,UPI
546,100545,2024-01-20,Sugar,120,3,UPI
547,100546,2024-01-20,Dal,160,2,Cash
548,100547,2024-01-20,Coffee,70,1,Cash
549,100548,2024-01-20,Dal,160,2,Cash
550,100549,2024-01-20,Dal,240,3,Cash
551,100550,2024-01-20,Shampoo,40,1,Cash
552,100551,2024-01-20,Wheat,90,1,Cash
553,100552,2024-01-20,Sugar,120,3,Cash
554,100553,2024-01-20,Tea,50,1,Cash
555,100554,2024-01-20,Sugar,80,2,Cash
556,100555,2024-01-20,Rice,120,2,Cash
557,100556,2024-01-20,Oil,300,2,UPI
558,100557,2024-01-20,Tea,100,2,Cash
559,100558,2024-01-20,Shampoo,40,1,UPI
560,100559,2024-01-20,Shampoo,80,2,UPI
561,100560,2024-01-20,Dal,80,1,UPI
562,100561,2024-01-20,Biscuits,90,3,UPI
563,100562,2024-01-20,Tea,100,2,UPI
